...1,Start,End,taxa,SubjectID,timediff,Bodysite,name,sample_id1,sample_id2,dist,jaccard,asv_number
74,69-001-7045,69-001-7049,Neisseria,69-001,81,Skin,69-001-7045_69-001-7049,69-001-7045,69-001-7049,1,0,2
75,69-001-7050,69-001-7052,Neisseria,69-001,19,Skin,69-001-7050_69-001-7052,69-001-7050,69-001-7052,1,0,2
76,69-001-7054,69-001-7056,Neisseria,69-001,42,Skin,69-001-7054_69-001-7056,69-001-7056,69-001-7054,0.7647058823529411,1,1
77,69-001-7056,69-001-7059,Neisseria,69-001,25,Skin,69-001-7056_69-001-7059,69-001-7059,69-001-7056,0.42857142857142855,1,1
78,69-001-7067,69-001-7072,Neisseria,69-001,72,Skin,69-001-7067_69-001-7072,69-001-7067,69-001-7072,0.9333333333333333,1,1
79,69-001-7072,69-001-1053,Neisseria,69-001,10,Skin,69-001-1053_69-001-7072,69-001-7072,69-001-1053,0.589041095890411,1,1
80,69-001-1054,69-001-7075,Neisseria,69-001,7,Skin,69-001-1054_69-001-7075,69-001-7075,69-001-1054,1,0,2
81,69-074-6014,69-074-6024,Neisseria,69-074,63,Skin,69-074-6014_69-074-6024,69-074-6014,69-074-6024,1,0,4
82,69-074-6025,69-074-6032,Neisseria,69-074,80,Skin,69-074-6025_69-074-6032,69-074-6025,69-074-6032,0.9722306067008754,0.25,4
83,69-074-6032,69-074-6035,Neisseria,69-074,20,Skin,69-074-6032_69-074-6035,69-074-6035,69-074-6032,0.8937644341801386,0.5,2
84,69-074-6035,69-074-LTFA.2,Neisseria,69-074,215,Skin,69-074-6035_69-074-LTFA.2,69-074-LTFA.2,69-074-6035,1,0,2
85,69-074-07,69-074-10,Neisseria,69-074,547,Skin,69-074-07_69-074-10,69-074-07,69-074-10,1,0,4
86,69-045-05,69-045-09,Neisseria,69-045,413,Skin,69-045-05_69-045-09,69-045-05,69-045-09,0.6,1,1
87,69-079-02,69-079-06,Neisseria,69-079,415,Skin,69-079-02_69-079-06,69-079-02,69-079-06,1,0,2
88,69-043-2022,69-043-11,Neisseria,69-043,337,Skin,69-043-11_69-043-2022,69-043-2022,69-043-11,1,0,3
89,69-043-12,69-043-14,Neisseria,69-043,370,Skin,69-043-12_69-043-14,69-043-14,69-043-12,1,0,2
90,70-1002-06,70-1002-09,Neisseria,70-1002,412,Skin,70-1002-06_70-1002-09,70-1002-09,70-1002-06,0.9986358912177378,0.047619047619047616,21
91,70-1002-09,70-1002-15,Neisseria,70-1002,664,Skin,70-1002-09_70-1002-15,70-1002-09,70-1002-15,1,0,2
92,69-035-02,69-035-13,Neisseria,69-035,973,Skin,69-035-02_69-035-13,69-035-02,69-035-13,0.7810945273631841,0.2,5
93,69-035-13,69-035-16,Neisseria,69-035,468,Skin,69-035-13_69-035-16,69-035-13,69-035-16,0.512,0.25,4
94,69-100-01,69-100-6016,Neisseria,69-100,56,Skin,69-100-01_69-100-6016,69-100-01,69-100-6016,1,0,2
95,69-100-6021,69-100-6031,Neisseria,69-100,203,Skin,69-100-6021_69-100-6031,69-100-6021,69-100-6031,0.8532110091743119,0.25,4
96,69-100-6034,69-100-03,Neisseria,69-100,49,Skin,69-100-03_69-100-6034,69-100-6034,69-100-03,1,0,3
97,69-100-04,69-100-5011,Neisseria,69-100,342,Skin,69-100-04_69-100-5011,69-100-5011,69-100-04,0.797752808988764,1,1
98,70-1001-09,70-1001-12,Neisseria,70-1001,289,Skin,70-1001-09_70-1001-12,70-1001-09,70-1001-12,0.8781725888324873,1,1
99,70-1001-2023,70-1001-2031,Neisseria,70-1001,369,Skin,70-1001-2023_70-1001-2031,70-1001-2023,70-1001-2031,0.9443899247628393,0.3333333333333333,3
100,69-114-01,69-114-6013,Neisseria,69-114,60,Skin,69-114-01_69-114-6013,69-114-6013,69-114-01,1,0,2
101,69-114-6016,69-114-6022,Neisseria,69-114,123,Skin,69-114-6016_69-114-6022,69-114-6016,69-114-6022,1,0,2
102,69-114-6033,69-114-6035,Neisseria,69-114,10,Skin,69-114-6033_69-114-6035,69-114-6033,69-114-6035,1,0,2
103,69-114-6035,69-114-5013,Neisseria,69-114,452,Skin,69-114-5013_69-114-6035,69-114-6035,69-114-5013,0.5384615384615384,1,1
104,69-064-6012,69-064-6014,Neisseria,69-064,14,Skin,69-064-6012_69-064-6014,69-064-6012,69-064-6014,0.5287356321839081,0.5,2
105,69-064-6014,69-064-6016,Neisseria,69-064,18,Skin,69-064-6014_69-064-6016,69-064-6016,69-064-6014,1,0,3
106,69-064-6016,69-064-6024_2,Neisseria,69-064,66,Skin,69-064-6016_69-064-6024_2,69-064-6016,69-064-6024_2,1,0,3
107,69-064-6025,69-064-09,Neisseria,69-064,367,Skin,69-064-09_69-064-6025,69-064-6025,69-064-09,0.9906479625918504,0.5,2
108,69-064-09,69-064-11,Neisseria,69-064,372,Skin,69-064-09_69-064-11,69-064-09,69-064-11,0.72,1,1
109,69-058-09,69-058-11,Neisseria,69-058,330,Skin,69-058-09_69-058-11,69-058-09,69-058-11,0.16666666666666666,1,1
110,69-012-04,69-012-10,Neisseria,69-012,841,Skin,69-012-04_69-012-10,69-012-04,69-012-10,1,0,2
111,69-111-01,69-111-6015_2,Neisseria,69-111,49,Skin,69-111-01_69-111-6015_2,69-111-01,69-111-6015_2,1,0,2
112,69-111-6015_2,69-111-04,Neisseria,69-111,413,Skin,69-111-04_69-111-6015_2,69-111-6015_2,69-111-04,0.2,1,1
113,69-111-05,69-111-06,Neisseria,69-111,89,Skin,69-111-05_69-111-06,69-111-06,69-111-05,0.9658119658119658,1,1
114,69-036-1011,69-036-07,Neisseria,69-036,436,Skin,69-036-07_69-036-1011,69-036-07,69-036-1011,0.8320610687022901,0.5,2
115,69-036-09,69-036-13,Neisseria,69-036,472,Skin,69-036-09_69-036-13,69-036-09,69-036-13,0.7723577235772358,1,1
116,69-036-13,69-036-15,Neisseria,69-036,305,Skin,69-036-13_69-036-15,69-036-15,69-036-13,0.631578947368421,1,1
117,69-031-04,69-031-10,Neisseria,69-031,1093,Skin,69-031-04_69-031-10,69-031-04,69-031-10,1,0,2
118,69-057-09,69-057-11,Neisseria,69-057,397,Skin,69-057-09_69-057-11,69-057-09,69-057-11,0.8074534161490683,0.3333333333333333,3
119,69-069-1011,69-069-1023,Neisseria,69-069,104,Skin,69-069-1011_69-069-1023,69-069-1011,69-069-1023,0.40540540540540543,1,1
120,69-069-1023,69-069-6014,Neisseria,69-069,82,Skin,69-069-1023_69-069-6014,69-069-6014,69-069-1023,1,0,2
121,69-069-6014,69-069-6036,Neisseria,69-069,193,Skin,69-069-6014_69-069-6036,69-069-6014,69-069-6036,1,0,2
122,69-069-6035_2,69-069-07,Neisseria,69-069,168,Skin,69-069-07_69-069-6035_2,69-069-6035_2,69-069-07,0.6231884057971014,1,1
123,69-055-01,69-055-06,Neisseria,69-055,817,Skin,69-055-01_69-055-06,69-055-01,69-055-06,1,0,3
124,69-046-02,69-046-07,Neisseria,69-046,541,Skin,69-046-02_69-046-07,69-046-02,69-046-07,1,0,3
125,69-109-1011,69-109-7010,Neisseria,69-109,379,Skin,69-109-1011_69-109-7010,69-109-1011,69-109-7010,0.9999745543836436,0.2,5
126,69-109-7010,69-109-7014,Neisseria,69-109,13,Skin,69-109-7010_69-109-7014,69-109-7010,69-109-7014,1,0,2
127,69-104-6012,69-104-6014,Neisseria,69-104,13,Skin,69-104-6012_69-104-6014,69-104-6014,69-104-6012,0.5862068965517241,1,1
128,69-104-6014,69-104-6024,Neisseria,69-104,175,Skin,69-104-6014_69-104-6024,69-104-6014,69-104-6024,1,0,2
129,69-078-3022,69-078-09,Neisseria,69-078,229,Skin,69-078-09_69-078-3022,69-078-09,69-078-3022,1,0,3
130,69-091-02,69-091-07,Neisseria,69-091,549,Skin,69-091-02_69-091-07,69-091-02,69-091-07,0.9618528610354223,0.5,2
131,69-077-08,69-077-10,Neisseria,69-077,287,Skin,69-077-08_69-077-10,69-077-08,69-077-10,1,0,2
132,69-080-06,69-080-09,Neisseria,69-080,558,Skin,69-080-06_69-080-09,69-080-06,69-080-09,1,0,2
133,69-085-07,69-085-09,Neisseria,69-085,525,Skin,69-085-07_69-085-09,69-085-07,69-085-09,0.5806451612903226,0.5,2
134,69-095-05,69-095-06,Neisseria,69-095,245,Skin,69-095-05_69-095-06,69-095-05,69-095-06,0.91324200913242,0.25,4
135,69-123-6044,69-123-6046,Neisseria,69-123,9,Skin,69-123-6044_69-123-6046,69-123-6044,69-123-6046,0.9065420560747663,1,1
136,69-123-6051,69-123-6053,Neisseria,69-123,29,Skin,69-123-6051_69-123-6053,69-123-6051,69-123-6053,0.5827338129496403,0.3333333333333333,3
137,69-099-02,69-099-03,Neisseria,69-099,344,Skin,69-099-02_69-099-03,69-099-02,69-099-03,1,0,2
138,69-099-03,69-099-05,Neisseria,69-099,467,Skin,69-099-03_69-099-05,69-099-03,69-099-05,1,0,2
139,69-090-01,69-090-04,Neisseria,69-090,263,Skin,69-090-01_69-090-04,69-090-01,69-090-04,0.993656349119545,0.16666666666666666,6
140,69-113-03_2,69-113-06,Neisseria,69-113,512,Skin,69-113-03_2_69-113-06,69-113-03_2,69-113-06,0.9998428235869404,0.25,4
141,69-121-04,69-121-6,Neisseria,69-121,176,Skin,69-121-04_69-121-6,69-121-04,69-121-6,0.45454545454545453,1,1
142,69-122-03,69-122-05,Neisseria,69-122,335,Skin,69-122-03_69-122-05,69-122-03,69-122-05,1,0,2
143,69-122-2025,69-122-8015,Neisseria,69-122,91,Skin,69-122-2025_69-122-8015,69-122-8015,69-122-2025,1,0,3
144,69-124-3011,69-124-02,Neisseria,69-124,163,Skin,69-124-02_69-124-3011,69-124-02,69-124-3011,1,0,2
145,70-1012-2001,70-1012-2013,Staphylococcus,70-1012,16,Skin,70-1012-2001_70-1012-2013,70-1012-2013,70-1012-2001,0.973855957491866,0.25,4
146,70-1015-02,70-1015-04,Staphylococcus,70-1015,160,Skin,70-1015-02_70-1015-04,70-1015-02,70-1015-04,0.9450503405921155,0.18181818181818182,11
147,69-107-6031,69-107-6033,Staphylococcus,69-107,14,Skin,69-107-6031_69-107-6033,69-107-6031,69-107-6033,0.5159215848978321,1,3
148,70-1011-04,70-1011-06,Staphylococcus,70-1011,211,Skin,70-1011-04_70-1011-06,70-1011-06,70-1011-04,0.6256562428669253,1,2
149,70-1008-04,70-1008-1013,Staphylococcus,70-1008,91,Skin,70-1008-04_70-1008-1013,70-1008-1013,70-1008-04,0.39422180801491147,1,1
150,69-063-6014,69-063-6021,Staphylococcus,69-063,39,Skin,69-063-6014_69-063-6021,69-063-6021,69-063-6014,0.0815450643776824,1,1
151,69-048-03,69-048-2012,Staphylococcus,69-048,14,Skin,69-048-03_69-048-2012,69-048-03,69-048-2012,0.9123809523809524,0.5,2
152,69-048-07,69-048-11,Staphylococcus,69-048,406,Skin,69-048-07_69-048-11,69-048-07,69-048-11,0.9616161616161616,0.5,4
153,69-022-02,69-022-07,Staphylococcus,69-022,620,Skin,69-022-02_69-022-07,69-022-07,69-022-02,0.8799781778505182,0.5,2
154,69-086-09,69-086-04,Staphylococcus,69-086,198,Skin,69-086-04_69-086-09,69-086-09,69-086-04,0.6613569321533923,1,1
155,69-001-6044,69-001-6047,Staphylococcus,69-001,21,Skin,69-001-6044_69-001-6047,69-001-6044,69-001-6047,0.1650485436893204,1,1
156,69-001-7065,69-001-7067,Staphylococcus,69-001,41,Skin,69-001-7065_69-001-7067,69-001-7067,69-001-7065,0.08796090626388271,1,3
157,69-001-7077,69-001-7083,Staphylococcus,69-001,74,Skin,69-001-7077_69-001-7083,69-001-7083,69-001-7077,0.4624153312407071,0.6666666666666666,3
158,69-021-4012,69-021-4014,Staphylococcus,69-021,20,Skin,69-021-4012_69-021-4014,69-021-4012,69-021-4014,0.776226345765203,1,2
159,69-111-6015,69-111-6026,Staphylococcus,69-111,127,Skin,69-111-6015_69-111-6026,69-111-6015,69-111-6026,0.8508038585209003,0.5,2
160,69-081-03,69-081-07,Staphylococcus,69-081,659,Skin,69-081-03_69-081-07,69-081-03,69-081-07,0.9707132735002362,1,1
161,69-109-01,69-109-5011,Staphylococcus,69-109,90,Skin,69-109-01_69-109-5011,69-109-01,69-109-5011,0.5751186083289405,0.5,2
162,69-028-2012,69-028-6012,Prevotella,70-1014,188,Skin,69-028-2012_69-028-6012,69-028-6012,69-028-2012,1,0,4
163,69-028-6012,69-028-6025,Prevotella,70-1014,78,Skin,69-028-6012_69-028-6025,69-028-6012,69-028-6025,1,0,2
164,69-028-6025,69-028-6033,Prevotella,70-1014,101,Skin,69-028-6025_69-028-6033,69-028-6033,69-028-6025,1,0,2
165,69-028-6033,70-1014-11,Prevotella,70-1014,261,Skin,69-028-6033_70-1014-11,69-028-6033,70-1014-11,1,0,2
166,70-1012-1011,70-1012-1014,Prevotella,70-1012,20,Skin,70-1012-1011_70-1012-1014,70-1012-1011,70-1012-1014,0.9180327868852459,1,1
167,69-032-1015,69-032-1025,Prevotella,69-032,307,Skin,69-032-1015_69-032-1025,69-032-1025,69-032-1015,1,0,2
168,69-032-10,69-032-11,Prevotella,69-032,229,Skin,69-032-10_69-032-11,69-032-10,69-032-11,0.2171758876961189,1,5
169,69-023-1012,69-023-6014,Prevotella,69-023,393,Skin,69-023-1012_69-023-6014,69-023-6014,69-023-1012,0.9904822335025381,0.4,5
170,69-023-6022,69-023-6024,Prevotella,69-023,14,Skin,69-023-6022_69-023-6024,69-023-6022,69-023-6024,1,0,3
171,69-023-6024,69-023-6031,Prevotella,69-023,77,Skin,69-023-6024_69-023-6031,69-023-6024,69-023-6031,1,0,3
172,69-023-6033,69-023-6035,Prevotella,69-023,11,Skin,69-023-6033_69-023-6035,69-023-6035,69-023-6033,1,0,10
173,69-023-6035,69-023-07,Prevotella,69-023,305,Skin,69-023-07_69-023-6035,69-023-6035,69-023-07,0.9949339605572644,0.2222222222222222,9
174,70-1015-02,70-1015-6015,Prevotella,70-1015,462,Skin,70-1015-02_70-1015-6015,70-1015-02,70-1015-6015,1,0,2
175,70-1015-6015,70-1015-6035,Prevotella,70-1015,182,Skin,70-1015-6015_70-1015-6035,70-1015-6035,70-1015-6015,1,0,3
176,70-1015-6035,70-1015-11,Prevotella,70-1015,781,Skin,70-1015-11_70-1015-6035,70-1015-6035,70-1015-11,1,0,3
177,69-107-6015,69-107-6031,Prevotella,69-107,305,Skin,69-107-6015_69-107-6031,69-107-6015,69-107-6031,1,0,7
178,69-107-6033,69-107-6036,Prevotella,69-107,17,Skin,69-107-6033_69-107-6036,69-107-6033,69-107-6036,0.5714285714285714,0.25,8
179,70-1011-03,70-1011-11,Prevotella,70-1011,1211,Skin,70-1011-03_70-1011-11,70-1011-03,70-1011-11,0.47368421052631576,0.5,2
180,70-1005-06,70-1005-1013,Prevotella,70-1005,42,Skin,70-1005-06_70-1005-1013,70-1005-1013,70-1005-06,1,0,2
181,70-1005-1013,70-1005-10,Prevotella,70-1005,307,Skin,70-1005-10_70-1005-1013,70-1005-1013,70-1005-10,0.9375,1,1
182,70-1005-10,70-1005-6023,Prevotella,70-1005,538,Skin,70-1005-10_70-1005-6023,70-1005-10,70-1005-6023,0.9028697571743929,0.16666666666666666,6
183,70-1005-6034,70-1005-6036,Prevotella,70-1005,14,Skin,70-1005-6034_70-1005-6036,70-1005-6036,70-1005-6034,0.7019607843137254,0.5,8
184,70-1005-6036,70-1005-6052,Prevotella,70-1005,112,Skin,70-1005-6036_70-1005-6052,70-1005-6036,70-1005-6052,0.7905544147843943,0.4444444444444444,9
185,70-1008-1012,70-1008-06,Prevotella,70-1008,121,Skin,70-1008-06_70-1008-1012,70-1008-06,70-1008-1012,0.9997221836366162,0.125,8
186,70-1008-06,70-1008-2022,Prevotella,70-1008,555,Skin,70-1008-06_70-1008-2022,70-1008-06,70-1008-2022,0.9997221836366162,0.125,8
187,70-1008-2022,70-1008-2024,Prevotella,70-1008,7,Skin,70-1008-2022_70-1008-2024,70-1008-2024,70-1008-2022,1,0,2
188,70-1008-2024,70-1008-13,Prevotella,70-1008,257,Skin,70-1008-13_70-1008-2024,70-1008-2024,70-1008-13,1,0,5
189,70-1008-14,70-1008-6013,Prevotella,70-1008,62,Skin,70-1008-14_70-1008-6013,70-1008-14,70-1008-6013,1,0,6
190,70-1008-6013,70-1008-6021,Prevotella,70-1008,52,Skin,70-1008-6013_70-1008-6021,70-1008-6021,70-1008-6013,0.8125,0.25,4
191,70-1008-6022,70-1008-6024,Prevotella,70-1008,13,Skin,70-1008-6022_70-1008-6024,70-1008-6022,70-1008-6024,0.7142857142857143,0.3333333333333333,3
192,69-026-2014,69-026-2023,Prevotella,69-026,210,Skin,69-026-2014_69-026-2023,69-026-2023,69-026-2014,1,0,7
193,69-026-2023,69-026-4013,Prevotella,69-026,321,Skin,69-026-2023_69-026-4013,69-026-2023,69-026-4013,1,0,5
194,69-026-4013,69-026-11,Prevotella,69-026,252,Skin,69-026-11_69-026-4013,69-026-4013,69-026-11,1,0,4
195,69-026-11,69-026-2054,Prevotella,69-026,20,Skin,69-026-11_69-026-2054,69-026-11,69-026-2054,1,0,2
